"Month","Year","Amount","Description","Category","Classify","Expense Type"
"09","2025","200.000.000","Marketing chạy Quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí"
"09","2025","21.659.000","Sửa chữa","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí"
"09","2025","0","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"09","2025","11.027.418","Quỹ thưởng gián tiếp","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí"
"09","2025","0","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí"
"09","2025","16.932.001","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí"
"09","2025","23.886.750","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"09","2025","0","Tiktok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí"
"09","2025","0","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí"
"09","2025","178.205.978","KPI","4. Chi phí nhân sự","Thưởng KPI","Biến phí"
"09","2025","9.311.376","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí"
"09","2025","14.400.167","Tiếp khách","6. Chi phí khác","Tiếp khách phòng khám","Biến phí"
"09","2025","455.467.709","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí"
"09","2025","119.286.000","Chi phí Mặt bằng","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí"
"09","2025","38.116.667","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí"
"09","2025","18.000.000","Thuê bằng","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí"
"09","2025","6.166.667","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Văn phòng phẩm","Biến phí"
"09","2025","39.739.000","Tiền vật liệu","1. Giá vốn hàng bán","Vật tư nha khoa (điều trị - nội nha - nha chu)","Biến phí"
"09","2025","53.708.000","Tiền vật liệu","1. Giá vốn hàng bán","Vật tư nha khoa (điều trị - nội nha - nha chu)","Biến phí"
"09","2025","345.190.000","Tiền Lab","1. Giá vốn hàng bán","Lab răng sứ","Biến phí"
"09","2025","100.000.000","Quỹ thưởng tổng cuối năm","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí"
"09","2025","0","Tiền dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí"
"09","2025","0","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí"
"09","2025","13.698.334","Tiền thưởng nóng + liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí"
"09","2025","0","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"09","2025","13.333.333","Đào tạo","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí"
"10","2025","41.492.170","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Văn phòng phẩm","Biến phí"
"10","2025","24.936.000","Tiền thuê xe+phí về xe","3. Chi phí quản lý doanh nghiệp","Văn phòng phẩm","Biến phí"
"10","2025","2.700.000","bãi xe cty+bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí"
"10","2025","20.151.564","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Văn phòng phẩm","Biến phí"
"10","2025","26.374.667","Cp tiếp khách","6. Chi phí khác","Tiếp khách phòng khám","Biến phí"
"10","2025","29.295.667","tặng phẩm khách","6. Chi phí khác","Tiếp khách phòng khám","Biến phí"
"10","2025","233.000.000","MKT chạy quảng cáo","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí"
"10","2025","22.297.334","Cp sửa chữa, bảo trì","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí"
"10","2025","0","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"10","2025","12.952.860","Thưởng gián tiếp","2. Chi phí bán hàng","Agency hoặc freelancer","Biến phí"
"10","2025","","Đi trường","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí"
"10","2025","11.741.634","Hành chính MKT","2. Chi phí bán hàng","Đi trường","Biến phí"
"10","2025","48.768.000","Hoa hòng gth","2. Chi phí bán hàng","Hành chính MKT","Biến phí"
"10","2025","","TikTok","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"10","2025","","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí"
"10","2025","235.079.688","% của NV","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí"
"10","2025","4.442.025","Phí cà thẻ","4. Chi phí nhân sự","Thưởng KPI","Biến phí"
"10","2025","12.203.167","Tiếp khách pK(grab,sn khách chi phí khác)","6. Chi phí khác","","Biến phí"
"10","2025","460.868.323","Lương","6. Chi phí khác","Tiếp khách phòng khám","Biến phí"
"10","2025","123.805.667","Chi phí MB","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí"
"10","2025","36.623.333","Bảo hiểm","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí"
"10","2025","18.000.000","Thuê bằng bs","4. Chi phí nhân sự","Bảo hiểm","Định phí"
"10","2025","8.304.000","chi phí cho quận, phường","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí"
"10","2025","61.624.373","thuế","3. Chi phí quản lý doanh nghiệp","Văn phòng phẩm","Biến phí"
"10","2025","17.888.333","tấm choàng che cổ, gương cầm tay phòng điều trị+túi chườm, mua áo chì, Bao tay y tế, khăn giấy choàng cổ phòng điều trị","3. Chi phí quản lý doanh nghiệp","Văn phòng phẩm","Biến phí"
"10","2025","11.307.000","bóng đèn cực tím, nước muối + gạc+chất gắn tạm+Mua đầu đèn chiếu San","1. Giá vốn hàng bán","Vật tư nha khoa (điều trị - nội nha - nha chu)","Biến phí"
"10","2025","71.000.000","đồ đtt, vật tư","1. Giá vốn hàng bán","Vật tư nha khoa (điều trị - nội nha - nha chu)","Biến phí"
"10","2025","4.440.000","tiền chất gắn San","1. Giá vốn hàng bán","Vật tư nha khoa (điều trị - nội nha - nha chu)","Biến phí"
"10","2025","39.325.000","vật tư t10","1. Giá vốn hàng bán","Vật tư nha khoa (điều trị - nội nha - nha chu)","Biến phí"
"10","2025","406.200.000","Lab","1. Giá vốn hàng bán","Lab răng sứ","Biến phí"
"10","2025","100.000.000","Quỹ thưởng","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí"
"10","2025","0","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí"
"10","2025","0","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí"
"10","2025","16.113.001","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí"
"10","2025","0","Giới thiệu nhân sự","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"10","2025","5.751.667","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí"
"11","2025","0","Giới thiệu nhân sự","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
"12","2025","0","Giới thiệu nhân sự","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí"
